number,kind,line1,line2,line3
2531,spell,"The battle song fades!","","The dance of battle fills your mind!"
2532,other,"You adjust the cape upon your shoulders!","The runes on %s's cape glow faintly!","The runes on %s's cape glow faintly!"
2533,spell,"The surge fades away!","","Eldritch power surges within you!"
2534,other,"You adjust the cloak upon your shoulders!","","%s's cloak turns a lighter green!"
2535,spell,"The energies return to the land!","","The energy of the earth flows through you!"
2536,other,"You pull your mantle tightly about yourself!","","%s pulls their mantle tightly around themself!"
2537,spell,"The spirit of the hunt dissipates!","","The feel of the hunt pulses in your veins!"
2538,other,"You rub the tattered edges of the cloak!","",""
2539,spell,"The chaos of the world returns!","","Your mind is at peace!"
2540,other,"There is no way you can climb up without some assistance!","",""
2541,other,"","","Putakwa disappears through the bottom of his tub."
2542,spell,"The blessing fades away!","","You feel the power of the gods touch your body!"
2543,spell,"The effects of the poison wear off!","","Venom runs through your veins!"
2544,other,"You climb through the hole in the ceiling.","%s climbs through the hole in the ceiling.",""
2545,cast,"You invoke the the %s","","%s invokes the %s!"
2546,commands,"fire your boomstick at","fires the boomstick at","fires the boomstick at"
2547,other,"You need to reach a higher level!","You need to reach a higher level!","You need to reach a higher level!"
2548,cast,"The amazon queen casts smite on you!","The amazon queen casts smite on %s!","The amazon queen casts smite on %s!"
2549,cast,"The amazon queen casts speed on you!","The amazon queen casts speed on %s!","The amazon queen casts speed on %s!"
2550,cast,"The amazon queen casts magic armour on you!","The amazon queen casts magic armour on %s!","The amazon queen casts magic armour on %s!"
2551,cast,"The amazon queen casts rapid healing on you!","The amazon queen casts rapid healing on %s!","The amazon queen casts rapid healing on %s!"
2552,other,"Kuel whispers, ""You don't have the required item, young one.""","",""
2553,other,"Kuel whispers, ""You aren't ready to learn that fighting form, young one.""","",""
2554,commands,"go wellspring","",""
2555,other,"You jump into the large fountain.","%s jumps into the large fountain.","%s appears through the water barrier."
2556,commands,"wellspring","",""
2557,cast,"You grip the mace tightly, summoning its power!","%s invokes the power of the platinum mace!","%s grips the platinum mace tightly!"
2558,other,"","The fangblade bites you for %d damage!",""
2559,other,"Martok says, ""Come back when you have all the items!""","",""
2560,other,"Martok shatters some of your items, ""Next time bring everything required.""","",""
2561,other,"You open the alder chest, and find...","%s opens the alder chest, and finds...",""
2562,other,"A bolt of darkness hits %s, blinding them!","A bolt of darkness stabs at your eyes, blinding you!","A bolt of darkness hits %s, blinding them!"
2563,other,"After pulling the lever, an opening appears to the north!","After pulling the lever, an opening appears to the north!","After pulling the lever, an opening appears to the north!"
2564,other,"opening %s","opening %s","opening %s"
2565,other,"After twisting the skull, an opening appears to the south!","After twisting the skull, an opening appears to the south!","After twisting the skull, an opening appears to the south!"
2566,other,"opening %s","opening %s","opening %s"
2567,commands,"pull lever","push lever","use lever"
2569,commands,"twist skull","turn skull","rotate skull"
2571,other,"The %s slices you for %d damage!","The %s slices %s for %s damage!","The orc fanatic dies gurgling on its own froth."
2572,other,"The %s slices you for %d damage!","The %s slices %s for %s damage!","The orc trainee falls dead holding its wounds."
2573,other,"The %s claws you for %d damage!","The %s claws %s for %s damage!","The nanati lets out a shriek and fades away!"
2574,commands,"stab","stab",""
2575,commands,"stabs","stabs",""
2576,other,"You cannnot afford that service.","",""
2577,other,"You pay the fare and buy passage to Khazarad.","%s pays the fare, and leaves on the carriage for Khazarad.",""
2578,other,"You pay the fare and buy passage to Rhudaur.","%s pays the fare, and leaves on the carriage to Rhudaur.",""
2579,other,"The carriage misses its route and drops you off in the middle of nowhere.","",""
2580,other,"The carriage comes to a halt as you've been waylaid by bandits!","",""
2581,other,"You've reached your destination successfully.","",""
2582,other,"The %s slices you for %d damage!","The %s slices %s for %s damage!","The stalker chokes on its last breath and dies!"
2583,other,"The %s slices you for %d damage!","The %s slices %s for %s damage!","As the nightblade succumbs to death, its body disappears!"
2584,other,"The %s slashes you for %d damage!","The %s slashes %s for %s damage!","For a moment the dark mistress looks dazed, then falls to the ground."
2585,other,"You begin to examine the book and begin to feel light headed.","%s begins to examine the book and then vanishes!",""
2586,other,"You touch the crystal and your entire body freezes for a second!","%s touches the crystal and is consumed in a blue light!",""
2587,other,"The ice wraith sprints in from the %s.","The ice wraith sprins off to the %s.",""
2588,other,"The %s claws you for %d damage!","The %s claws %s for %s damage!","The ice wraith lets out a frigid moan and vanishes!"
2589,other,"Sheriff Lionheart marches in from %s.","Sheriff Lionheart marches out from %s.",""
2590,other,"The %s pounds you for %d damage!","The %s pounds %s for %s damage!","The Sheriff spits up blood and dies!"
2591,other,"You climb down the vine and onto a sturdy branch.","%s climbs down the vine and into the treetops.","%s climbs down the vine and onto a sturdy branch."
2592,other,"A hidden exit is discovered!","A hidden exit is discovered!","A hidden exit is discovered!"
2593,other,"hidden exit %s","hidden exit %s","hidden exit %s"
2594,other,"The power of the shimmering portal forces you back!","%s tries to enter the shimmering portal, but is forced back!",""
2595,other,"You step into the shimmering portal, a wrenching sensation evelopes you!","%s steps into the shimmering portal, and vanishes!",""
2596,other,"You pay the fare and buy passage to Silvermere.","%s pays the fare, and leaves on the carriage for Silvermere.",""
2597,other,"You step on caltrops as they spill across the floor.","%s steps on caltrops as they spill across the floor!","%s walks in from the southeast, limping!"
2598,other,"You trip across a wire, lighting up the room!","%s trips across a wire, lighting up the room!","%S stumbles in from the south!"
2599,other,"The dragon stomps in from %s.","The dragon stomps off to the %s.",""
2600,other,"The %s claws you for %d damage!","The %s claws %s for %s damage!","The white dragon lets out a bellow of rage, before falling dead!"
2601,other,"","The %s breaths a freezing cone of %s on you for %d damage!",""
2602,other,"The fangblade draws life from you!","You feel rejuvenated!","%s looks pale for a moment!"
2603,other,"You have been given a sunstone wristband.","",""
2604,spell,"The globe dissipates into nothing!","","A globe of the elements surrounds you!"
2605,other,"A golden light surrounds %s!","A golden light surrounds your body!","A golden light surrounds %s!"
2606,other,"You summon a %s which drains your enemies for %d damage!","%s summons a %s which drains you for %d damage!",""
2607,other,"","The %s flaps its wings and a %s knocks you to the ground!",""
2608,other,"","The freezing touch chills your bones!",""
2609,other,"You press the panel and are sucked through an opening in the wall!","%s presses the panel and vanishes through the wall!",""
2610,other,"Aldreth says to you ""It would appear your head count is short!""","Aldreth says to %s ""It would appear your head count is short!""",""
2611,other,"You open the icy chest, and find...","%s opens the icy chest, and finds...",""
2612,other,"You walk into the glowing portal, and your whole body contorts!","%s walks into the glowing portal, and vanishes!",""
2613,other,"Aldreth says to you, ""Thou are not worthy!""","",""
2614,other,"Dhelvanen shakes his head. ""This is not what I requested.""","",""
2615,other,"","","The master assassin spits up blood and dies!"
2616,other,"","The %s bellows loudly for aid!","The %s bellows loudly for aid!"
2617,other,"The %s claws you for %d damage!","The %s claws %s for %s damage!","The lady of the dark lets out a unearthly wail before vanishing!"
2618,other,"Blow darts shoot out from the walls, piercing you!","A volley of blow darts sink into %s!",""
2619,other,"Large boulders drop from the ceiling, smashing into you!","Boulders drop from the ceiling, smashing into %s!",""
2620,other,"","","A bright flash lights up the room!"
2621,other,"Dhelvanen conjures a great portal, and you step through.","Dhelvanen conjures a great portal, and %s steps through.",""
2622,other,"a scroll!","a scroll!","a scroll!"
2623,commands,"pull lever","",""
2624,other,"lever pulled.","lever pulled.",""
2625,commands,"pull lever","",""
2626,other,"room opened.","",""
2627,commands,"secret passage north","",""
2628,other,"lever pulled.","lever pulled.",""
2629,other,"You open the deed and retrieve the keys to your house!","",""
2630,commands,"hidden exit northeast","hidden exit northeast","hidden exit northeast"
2631,commands,"hidden exit southwest","hidden exit southwest","hidden exit southwest"
